상호명,url,score,review_cnt,pos,review
한주먹,https://m.place.naver.com/restaurant/11872961,0,0,선릉역,좋아요 
게방식당,https://m.place.naver.com/restaurant/793407871,4.5,581,강남구청역,"3인이 메뉴 4개 시켜서 싹 비우고 나왔어요. 외국인 친구들이라서 깔끔한 분위기와 음식을 추천하고 싶어서 갔는 데 음식 맛있어서 다음에 또 오고 싶다고 합니다. 와인과도 잘 어울렸다고 좋아했어요. 굉장히 깔끔하고 정갈하다 대부분이 예약손님이고 손님도 많은 편 하지만 나는 대중적 입맛은 아닌가보다 양념게
알 비빔밥 먹었는데 so so 21,000원이라는 가격을 생각하면 회사 근처지만 자주 오기는 힘듯 곳인듯 가격은 착하지 않지만 게장맛은 넘 착합니다 진짜 알 꽉찬 게장 먹고 싶어서 갔는데 간장 너무 안짜고 맛있었어요 ! 
밑반찬이랑 게 몸통이랑 한공기 클리어 게딱지 비벼서 감태싸서 한공기 더 클리어👍🏻 미팅차 캐치테이블로 예약하고 방문했습니다. 일단 깨끗한 인테리어와 단정한 분위기에 업무상 거래처 손님과 자
리하기에 적당했습니다. 조금 늦은 시간으로 일부러 예약하고 방문해서 손님도 적당해서 이야기 하기에도 편했습
니다. 음식이야 소문대로 깔끔하고 맛있었구요. 다른 한정식이나 룸이 있는 곳도 많이 다니지만, 캐쥬얼하게 ... 재료가 신선하고 음식이 맛있어요💕
혼밥도 편할것같고. 2~4 친구모임 장소로도 좋습니다. 즐거운 저녁시간 이었어요🙂🦀🦐♥️ 오랜만에 외국에서 친구들이 한국에 놀러와서, 게장 및 새우장 같은 한식 소개하려고 예약한 식당입니다. 테이블이 바형식으로 높은 의자라서, 오래 앉아서 밥을 먹기 힘들었지만, 그래도 맛 자체는 훌륭합니다. 메뉴도 다양해서 좋아요. 게장 정식 먹었는데 너무 맛있었어요... 다른 반찬들도 모두 맛있습니다! 간장게장은 이곳에서만 먹어요!
깔끔하게 먹기 좋게 다 손질해주시고 같이 나오는 밑반찬, 미역국 다 너무 맛있어요!
또 먹으러 갈거에요 ㅎㅎ 공간도 깔끔하고 음식도 맛있어서 한공기 더 추가해서 먹었답니다 직원분들이 친절해서요 다음에 또 갈게요 게장이외에도 다른 식사메뉴도 많아서 좋았어요 다 맛있고 특색이 있어 데이트 할때나 외국친구가 와도 추천해주기 좋을것같아요 "
모모식당,https://m.place.naver.com/restaurant/1957336371,N,N,N,N
김밥카페,https://m.place.naver.com/restaurant/32283579,N,N,N,N
모자이크,https://m.place.naver.com/restaurant/1138057186,0,0,강남역,
이제이베이킹,https://m.place.naver.com/restaurant/32587990,4.31,22,삼성중앙역,무료주차 개꿀 강남역에 이렇게 조용한곳이 있다니~~ 커피도 맛있고 케이크도 최고 배이킹 스튜디오 1층에 카페가 있어요. 넘 맛있어요 케이크!! 디저트 맛나고 예쁜데 까페는 약간 어수선해요 
브라운핸즈도곡점,https://m.place.naver.com/restaurant/35546295,4.34,638,매봉역,"카페 예쁘고 라떼 부드럽고 맛있어요
가까우면 자주 오고싶어요 매장앞에 주차가 되는게(발렛) 가장 큰 장점인거 같아요! 디카페인 옵션이 있어서 좋았고, 조명이 은은해서 분위기있어요 에스프레소 콘파냐 맛있네요 :) 주차 가능하고 발렛비는 2천원이에요! 커피 맛집👍☕️☕️, 인테리어도 멋지고 마당 테이블,2층테라스 있어 좋아요 생초코라떼 너무 좋아요 ㅠㅠ 적당히 달고 끝에는 초코덩어리(작은거)를 츕츕 먹을 수 잇어요! 또 먹으러 갈거에요! 주차가 좋아서 갔다가 초코라떼에ㅜ반했답니다 직원 불친절 / 커피 뒤지게 맛없음 / 비엔나커피 절대먹지마셈 7300 원이 그냥 증발합니다. 전반적으로 메뉴 가격이 비싼 편입니다. 가격에 전혀 상응하지 않는 맛이 매우 아쉽네요. 매장 분위기도 아쉬웠는데 , 특히 2층은 구조 특성인지 웅웅 울려서 좀 시끄럽게 느껴져요. 호두파이는 윗부분에만 자잘하게 호두가 얹어져있 고 필링 맛이 부실해요. 필링이 꾸덕한 게 아니라 묽어서 몰캉하게 흩어지는 맛…? 재료를 아주 아낀 맛입니... 커피가 유명하다고 해서 왔러요! 카페 이야기하기 좋아요
커피도 맛있고 사람들이 많이 몰려요 매봉역카페는 늘 브핸이쥬 ㅋㅋ 
발렛주차 가능한거 좋아요 "
퀸즈,https://m.place.naver.com/restaurant/36321018,N,N,N,N
빌리엔젤,https://m.place.naver.com/restaurant/37387533,4.33,"1,886",신논현역,"강남에서 카페를 어디갈지 생각하다가 보니까 생긴지 얼마안된것 같아서 들어가게 되었습니다~! 여기서 크로플과 음료를 시켰는데용ㅎㅎ 로얄 밀크티는 그럭저럭 먹을만하더라구요ㅎㅎ 초콜릿 크로플은 너무 달아서... 아아 시킬 껄이라는 생각이들더라구요ㅜㅜ 여기서 크로플을 시키긴했는데 여기 주메뉴는 케이크 인것 같더라구요. 여... 빌리엔젤 케이크는 말 안 해도 유명하죠~~! 강남역점은 매장도 넓어서 대화하기에 좋은 곳이에요! 초코가 땡겨서 
초코케이크로 포장해서 먹었는데~ 크레이프 케이크가 젤 맛있는 거 같아요~!^.^ 가격대비 서비스는 그냥..그래요.. 케이크는 맛있었는데 알바분들이여서 그런건지 테이블은 손님이 나가도 정리하
고 닦는게 없고.. 바닥은 엄청 끈적끈적하고ㅠ 케이크만 보고 가신다면 모를까.. 깨끗하게 관리되는거 같지 않아서 
좀 아쉬웠어요 크레이프케이크가 아닌 다른 케이크를 먹어봤는데 흔하지만 맛있는 맛 ! 너무 맛있어요 크레이프 케익이 맛있어요 케이크 종류가 다 맛있어요! 근데 좀 많이 비싸네요 한 조각에 8500원... 커피크레이프케잌 맛나고 분위기도 깨끗하고 좋아요~♡♡ 넓고 디저트도 맛있어서 떠들기 좋은~ 오늘 갑자기 추워진날씨 대박 따듯한애플티 크레이프 냠냠 바닐라라떼 맛있어요!!!!! 친구들 음료는 안먹어봤지만 다들 맛있다했어용 레드벨벳케익도 굿굿 가격대가 아쉬워요 
ㅠㅠ 헤이즐넛 크로플이 베스트라 시켜봤는데 헤이즐넛향이 너무 강해서 다른거 드셔보시길 추천합니다..ㅎㅎ개인
적으로는 별로얐어요! "
처갓집식당,https://m.place.naver.com/restaurant/18419647,N,N,N,N
BHC치킨,https://m.place.naver.com/restaurant/1215820574,N,N,N,N
할리스,https://m.place.naver.com/restaurant/36166588,4.36,"2,501",삼성역,"트리플 초코 라운드 케이크 너무 맛있네요! 디저트가 투썸이랑 비슷해진 것 같아요^^;; 디저트 이용을 안했어서 몰랐던건진 모르겠지만-:) 바닐라딜라이트는 여전히 맛있네요~~ 아메리카노는 진한편이에요! 윈터티라미슈라떼 존귀탱 ㅎㅎ
코엑스 돌아다니다 당떨어졌을때 만난 천국이었어여 ㅎㅎㅎ 복숭아얼그레이두 맛있았어요 코엑스 안이라 사람이 많지만 좋아용 🍓딸기 바스크 치즈, 맛있어요~^^ 딸기 바스크 치즈케이크 맛있어요~ 프리미엄라떼...경험치없는 초짜라 메뉴판에 베스트보고 결정했는데 연한라떼같이 부드럽네요
직원도 친절한게 신의한수였기도하고~ LG유플러스 라이프콕은 안되는 매장이라 아쉽지만 잘 먹고 잘쉬었다 갑니다 맛도 보는 것보단 쫌 덜 했어요 매장 넓고 깨끗한 편이고 디카페인 아메리카노가 너무 맛있네요 "
배스킨라빈스31,https://m.place.naver.com/restaurant/11489028,4.38,"1,898",압구정역,"베스킨라빈스 같지 않은 유니크한 매장이예요.
다른 곳에 없는 특별한 디자인의 메뉴들도 많고,
조명도 인테리어도 넘 예뻐요^^~♡ 광고영상을 보고 기대를 많이해서 그런지 
초코볼(?)들이 생각한것처럼 예쁘게(?)케이크에 안착하지는 않았지만 케이크 자체가 귀여웠어요…🤍
아이스크림도 인기있는 종류들이어서 맛도 있고 예뻐서 너무 좋았습니다👍🏻 아이스크림 맛집 입니다 🍦🍦🍦 매장이 넓고 예쁜 아이스크림 제품들 스누피조명 넘 귀여워요 아이스크림 맛있는거야 두말이 필요없구요 직원분 친철하시고 아이스크림 맛있어요 매장도 넓고 친절해용 분위기도 좋구 ㅋㅋㅋ 네이버에서 포장주문 첨해봤는데 시간 여유는 좀 줘야하네용 ㅋ.ㅋ 포
장 잘해와서 잘 먹었습니다 ~~~ :) 요즘에는 주말 저녁이면 자리가 없네요. 
겨울인데도 아스크림 인기 짱짱 특별한.메뉴가.있어 좋아요 그새 많이.올랐네요 슬퍼라 감귤모찌 너무 맛있어요!!!! 최애 모찌입니다. 계속 운영했으면 좋겠어요~ 매장도 넓고 이야기하기 좋습니다!! "
페블,https://m.place.naver.com/restaurant/1882221785,N,N,N,N
카페,https://m.place.naver.com/restaurant/1867823297,0,120,압구정로데오역,"평일 12시쯤 갔는데도 대기가 1시간 이상이었어요~포장은 매장에서 먹는 것 보다는 조금 더 빨리 가능한 것 같았고 , 포장 패키지가 예뻤어요~대기 걸어두고 있으면 전화로 연락 주셔서 좋았어요! 커피 맛있었고, 츄러스 엄청 바삭하 고 맛있지만 세개정도 먹으니 저는 느끼해서 더는 못먹겠더라구요ㅎㅎ디핑소스를 선택할 수 있는게 좋고, 저... 인테리어만 멋지게 해놨을까 했는데 츄러스가 넘넘 맛있어요~! 패키지도 너무 예뻐서 선물용으로 좋겠어요~ 그리 고 소스~! 칠리요거트소스가 생각보다 너무 맛있고 츄러스랑 어울렸어요~커피랑은 조화 될 것 같지 않지만 맛있었 구요 바나나쵸코는 바나나맛이 쵸코보다 강해서 츄러스랑 안어울린다는 생각이 들었고 제 입맛엔 별로여서 ... 자꾸 길에서 사람들이 츄러스드시면서 가길래 돌아다니다 발견해서 들어갔는데 먹고가는건 웨이팅 1시간 해야 한
다고 해서 저희도 ㅋㅋㅋㅋ 포장해서 먹었는데 존맛탱이에요ㅠㅠㅠㅠㅠ바삭바삭 따듯 촉촉 저 초코바나나 소스 ..
대박 그냥 먹어도 맛있고 찍어먹어도 맛있어요 굳굳 포장은 기다림 없이 바로 주문해서 가져갈수 있어요!!!! ... @nadaeri_flavor #나대리 노티드와 카멜커피의 합작품. 재즈bar같은 느낌의 공간으로 (감성적인)츄러스와 커피, 
쉐이크를 즐길수 있는 곳. 편히 오래 앉아있을 곳은 아니지만, 한번쯔음 꼭 가볼만한 곳. 바꽝아저씨 믿고 갔는데, 바꽝아저씨는 생각안나고 츄러스만 생각나는 곳!!💫💛 아니 초코바나나소스? 미쳤어요 미친놈임. 츄러스 6개에 6천원이면 가성비 너무 좋고 소스가 진심 미쳤어요 입에서 녹습니다 그냥 소스만 사서 다 른 빵에 찍어먹고 싶을 정도🫶🏻 포장곽 너무 예뻐서 천원 안아깝습니다 여러개 쟁여두고 집에 기념으로 전시... 초코딥핑이 꽤나 씁쓸해서 덜 느끼하게 먹을 수 있는듯. 추가로 시킨 스윗칠리요거트는 양념치킨느낌 나면서 꽤나 
괜찮은 조합인듯 함. 커피는 나쁘지 않음. 평일 저녁임에도 웨이팅이 많았음. 츄로스가 진짜 맛있어요! 보통은 너무 느끼하기 마련인데 너무 담백하고 맛있고 조금 기다리긴했지만 기다릴만한 가치가있습니당~^^ 오픈한지 몇일 안되서 직원분들이 정신이 없어보였지만 그와중에 친절하시고 커피,츄러스 다 맛있었어요😋 자리는 별로 없어서 테이크아웃 하는게 좋을거 같아요ㅠㅠ 여태 먹었던 츄러스 중에 가장 바삭했어요! 그래서 가끔 딱딱하다고 하는 후기가 있는거 같아요@@ 튀긴거에 설탕, 시나몬 = 맛있지만 방문객 수에 비해서 자리는 너무 적은 듯 해요ㅠㅠ 갠적으로 시나몬 리본 밀크 쉐이크 찍어먹으면 왕맛있고 밀크 쉐이크 질리면 딥 초콜렛 딥핑 소스 넣어서 초코 쉐이크로 먹어도 맛있어요👍 웨이팅이 길지만 가게 분위기랑 츄러스 모두 만족합니다!!
츄러스 물론 너무 맛있고 핫초코도 맛있었습니다 "
폴바셋코엑스몰점,https://m.place.naver.com/restaurant/36028730,4.59,"3,105",봉은사역,"여기 아이스크림 들어간 커피 정말 맛있죠. 타르트도 맛있고요. 전 자주 가게 되는데, 코엑스는 처음이네요. 여기 조용하고 좋아요. 맛있는 조각 케이크가 종류별로 다양하게 있어요. 커피도 향과 맛이 진해서 제 입맛에는 아주 좋고 디저트와 함께 하기에 최적입니다. 티할인 이용했어요 설향 딸기 아이스크림라떼 맛있네요 폴바셋은 아이스크림이 맛있는 듯... 아이스도 그 고소함은 있지만
따뜻한 라떼가 진짜 맛있어요
T데이 할인 가끔 하면 50%에 음료 먹을 수 있어요 공간은 작지만 조용히 있다 가기 괘안해요. 오트밀 라떼 먹었어요. 같이 간 언니는 스트로베리요거트예요. 이거 맛있네요 사람 많아서 자리가 잘 없어요. 설향딸기 아이스크림라떼
100번 드세요 ㅠㅠ 폴바셋 아이스크림 맛나다요. 폴바셋 아슈크림은 맛난 거 같다요.
아아는 산미가 있고 맛나다요. 폴바셋 딸기아이스크림 맛있어요 "
커피포유,https://m.place.naver.com/restaurant/20897194,4.48,83,선정릉역,"맛있고 친절했어요 친절해요 #Jiu _MIRACLE #민지와_함께하는_ 모든날이 _봄날 드캐쳐 지유 생일까페 1994.05.17 맛나요 일단 커피가 맛있었어요. 자리가 편하기도 했고 집중 해서 할 일 있을때 또 방문 할거같아요. 사장님이 엄청 친절하
셔서 더 좋았어요. 이전에 있던곳이랑 리모델링(?)하면서 사장님도 바뀌신거 같아요. (커피 맛도 바뀐듯;) 아무튼 좋
았습니다. 커피가 정말 맛있네요 ㅎㅎ 주차도 되고 좋아요 굿 칭구랑 같이 커피랑 디져트랑 음료먹었는데 일단 뚱카롱 최고👍👍👍크림뷔릴레랑 저 핑크앙버터 완전제스탈이
에용 커피도 고소한맛나는게 맛이 진해서 조아요~(진한거 안좋아하시는분은 연하게 요청하셔야될듯) 마지막 쑥라
떼 테이크아웃했는데.. 존맛탱~.~ 마카롱 진짜 맛있고 음료 가격대비 너무 좋아요 사장님이 너무 친절해요 맛있어요 "
더브라운,https://m.place.naver.com/restaurant/20652400,0,0,삼성중앙역,
투다리,https://m.place.naver.com/restaurant/33920128,N,N,N,N
카페스토리,https://m.place.naver.com/restaurant/1034649992,N,N,N,N
도산분식,https://m.place.naver.com/restaurant/1123489755,4.23,"1,333",압구정로데오역,"대표메뉴 육회김밥은 베리 굿 !!! ^^ 육회는 여러 번 맛봤지만 육회김밥은 처음인데 모든 육회김밥이 이 정도라면 앞 으로 최애메뉴에 육회김밥을 새로 올려도 좋을듯합니다. 육회가 신선하고 부드러우며 맛도 좋으니 밥과 어우러져 즐겁게 넘어갑니다 ㅎㅎㅎ 튀긴 어묵이 인상적인 떡볶이는 무난했습니다. 육회김밥과 함께 하다보니 가려진... 분식이 땡겨서 들어가게 된 도산분식😉 컨셉이 확실하게 잘잡았어요👍 줄서서라면 안먹을거같지만 생각나서 갔
을때 줄안서고 들어간다면 다시 먹으러 들어갈것같아요 5시반에 가서 1시간 웨이팅😔 테이블링 미리 원격줄서기 추천합니당 육회김밥 진짜 최고 양념도 잘돼 있어서 넘 
맛있었고 순대튀김도 신기해서 시켰는데 넘 맛났어요! 튀김이라 바삭하고 칠리소스 조합까지👍👍 떡볶이는 두 가
지에 비하면 쏘쏘지만 그래도 맛있었어요! 웨이팅한 보람이 있어요😎 다른건 몰라도 육회김밥 존맛탱 ㅠㅜㅠ 육회가 고추장양념맛이 살짝 쎄긴 한데 맛있습니다! 
떡볶이랑 순대튀김은 무난해요! 오렌지주스 물병의 미친감성 육회김밥이 진짜 생각보다 너무너무 고소하고 맛있었다. 순대도 튀겨서나오는데 바삭
바삭해서 식감너무좋음 떡볶이도 오뎅을 약간위에 과자처럼 올려주는데 이게나중에 국물에녹아서 부드럽게맛있
음 돈까스 샌드위치두 맛남! 육회 김밥, 육개장라면, 마라김말이 다 맛있게 먹었어요~!! 굿굿 커플세트가 도산분식의 시그니처 메뉴들을 다양하게 맛보기 좋아요 도산비빔면은 마제소바 스타일의 비빔면인데 
인스턴트라면 면발을 써서 친근한 느낌이지만, 고소한 마제소스가 잘 어울렸어요 커플세트A 28,300원 (돈까스샌
드 + 떡볶이 + 육회김밥 + 제로콜라2개) 도산비빔면 7,800원 여자 두 명이서 돈까스샌드, 떡볶이, 육회김밥를 시켰는데 딱 양이 맞았다. 돈까스샌드는 생각보다 별로였고 떡볶이는 밀떡이라 내 취향은 아니었지만 위에 올려진 어묵튀김이 진짜 별미였다. 육회김밥은 기대를 별로 안 했는데 의외로 맛있었다. 담에 가게 되면 순대튀김도 먹어보고 싶다. 돈까스샌드가 궁금해서 먹어봤어요 깔끔합니다 근데너무기대하고갔나봐요 ㅋ ㅋ 담에또간다면 육회김밥을먹어
봐야겠어요 음식도 맛있고 가성비 갑!! "
새벽바다,https://m.place.naver.com/restaurant/35013502,4.4,92,한티역,"음.. 알밥 맛있어요~ 굿
매운탕은 따로 주문이에요
전라도처럼 푸짐하지는 않네요 전어 맛있어요 가성비 굿굿 좋아요 광어회와 매운탕 맛좋아요
다른메뉴도요 포스코 뒤편에 위치한 새벽바다 직장인이 식사하기에 너무 좋아요. 맛있고 양도 많고, 나중에 저녁식사하러 와야겠
어요. 완전 강추!!! 참고로 직원분들도 친절하세요. 알탕 알 많고 맛있움! 모듬 해산물 구성은 산낙지 자숙문어 멍게 해삼 전복이고 한잔 잘 했습니다 👍 회덮밥 + 우동 9,000₩ "
서울떡집,https://m.place.naver.com/restaurant/13511160,0,2,개포동역,"굿 다시 오픈한 제일떡집!!>< 역시 동네에 떡집 하나쯤은 있어야죠! 몇달동안 생일떡도 못맞추고 쿠팡으로 떡사느라 
불편했는데 다시 생겨서 너무 좋아요! 오랜만에 떡을 가득 사왔는데 사진 찍을 틈도 없이 바로 다 먹어버렸어요 ㅎ
ㅎㅎ 너무 맛있습니다! 가게 인테리어도 아늑하고 직원분들도 너무 친절하셔요! 또 사먹으러 가겠습니다~~~ ... 흑임자인절미랑 하얀팥인절미 너무 그리웠는데 다시 돌아오셔서 행복해요🥹 더 맛있어진 것 같아요! 자주 오겠습니다😍 재료 신선 개포동에있던 떡집이 없어진줄 알았는데 다른데서 오픈했더라고요!! 집 근처라서 이용하기 편리해요~~종종 들릴 것 같아요👍🏻 약밥,가래떡,감자떡 사왔는데 놀랐어요 감자떡이 이렇게 맛있는거였는지 새삼 ㅎㅎ
약밥에 잣을 아낌없이 뿌려주셨더라구요
넘 맛있게 정신없이 먹어서 사진이 없네요ㅜㅜ 굳 굿 너무 맛있어서 근처갈때마다 구입해요 좋아용 "
한국순대국,https://m.place.naver.com/restaurant/18508954,4.21,349,강남구청역,"서빙하시는 분이 저 포함 모든 분들에게 짜증 부리고 어르신들 계셨는데 그분들께도 너무 날카롭게 이야기하셔서 먹는 내내 불편했고, 내용물 양도 너무 적어요. 양 적은 제가 모자라서 진짜 너무 심해요…. 위치만 좋아요. 맑은순대국 맛있어요 국밥이 약간달지만 맛있어요
맑은 순대국과 기본순대국 국물맛이 달라요
둘다먹어보면 좋을거같아요 순대국 맛있고 반찬으로 나오는 김치도 맛있어요 ~ 파리 모기 천국...위생이 의심됩니다
네이버주문하면 음료준다해서 갔는데 네이버주문 안받음^^ 가격표도 다 가짜^^ 더이상 무슨 말이 더 필요한가 영업시간 10시까지길래 8시40분쯤 들어갔습니다. 들어가자마자 주방에서 서빙하시는분이 9시30분까지인데 괜찮 냐고 물어보시더라구요. 괜찮다고 자리에 앉으려는데 주방 안에서 뭐드실꺼냐고 묻습니다. 메뉴는 보지도 않았구 요. 물론 순대국 집에서 순대국 보통 많이 먹긴 하지만 손님이 자리에 앉아서 메뉴 보고 주문 받아야 되는게 ... 서빙이모 진짜 불친절하고 맛도 별로에요 
왜유명한지 대체 모르겟어요 
국밥에서 김치국물냄새나요 마늘이 들어가서 더 국물이 시원한거 같아요 무난 맛있어요 "
하이힐,https://m.place.naver.com/restaurant/12756167,4.61,398,강남역,"메이크업도 머리스타린도 정말 이쁘게 해 주셨네요^^ 고맙습니다^^ 너무 만족해요! 예쁘게 잘 해주셔서 감사해요! 또렷하게 부탁드렸는데 부탁대로 잘 해주셨어요! 면접을 덕분에 잘 봐서 합격소식 들고오고 싶었는데 제가 조금 모자랐나보더라구요🥲 다음번에도 기회가 되면 여기서 받고 싶어요! 그래도 이뿐 헤메덕에 조금 더 자신있게 면접보고와서 후회는 없습니다. 감사해요☺️ 금손 위은주 원장님이 계신 곳입니다.. 생방송 촬영을 계기로 처음 만나뵙게 되었는데, 위은주 원장님께서 헤어와 메이크업 모두 정말 잘해주셔서 기사사진에서도 살아남을 수 있었습니다. 이후에 개인적으로 중요한 가족 행사 때 도 재방문하여 메이크업을 부탁드렸는데요. 주말 이른 아침인데도 역시 프로페셔널하게 해주셔서 감동이었... 주차가 안 돼서 좀 불편했어요. 그리고 손님과 커뮤니케이션이 잘 안되는 것 같아요. 머리 같은 경우 일자로 해달라
고 했는데 뒤 옆은 안으로 말고 앞쪽만 일자로 해주시더라고요. 그럴 거면 차라리 앞도 안으로 통일하는 게 좋은데..
말하고 싶었으나 안 했어요. 제가 요구사항이 많은 편인데 직원분도 약간 무뚝뚝한 편이셔서 더 요구할 수 있... 역시 전문가 손길은👍👍 피부 표현 너무 이쁘게 잘 해주시구 마스크 쓰는게 너무너무 아까울 정도로 화사한 메이크업이었어요💕 코로나 터진 이후로 이렇게 풀메한건 처음이었는데 덕분에 친구 결혼식 가방순이도 한 층 더 기분 좋게 잘 했습니당!! 면접 메이크업 깔끔하고 예쁘게 잘해주셔서 좋았습니다 처음 갔는데 리뷰가 많길래 기대를 많이 하고 갔고, 기대 이상으로 잘 해준다 되게 꼼꼼한대 손이 엄청 빠르다 나 는 특히 모공이 넓어서 커버가 어렵고 지성에 홍조랑 요철까지 안좋은 조건은 다 가지고 있었는데 다 보완 해줬다 특히 모공커버가 너무 좋았고 , 헤어도 맘에 들었던게 나는 모발량도 많고 탈색이라 고데기한 후에 스프레이... 최악의 메이크업
우선 불친절하세요 매우
그리고 화장 다 뜨고 실망입니다 손이 빠르시고, 자연스러운 데일리메이컵을 요청했는데 원하는대로 잘 해주셨어요. 머리 헤어두용! 너무 맘에 들었어요. 다음에는 메이크업 수업도있던데 참여해보고 싶어요 💗💗💗 아침일찍 추가 할증도 없이(여기만 없네요)가격도 너무 합리적이게 잘받았습니다 👍❤️ 눈화장 12시간이상 지속돼서 너무 좋았어요. "
탐앤탐스일원점,https://m.place.naver.com/restaurant/36257380,4.33,639,대청역,가끔 가는곳인데 한적할땐 한적하고 붐빌땐 붐병붐벼요. 그래도 그주변에 이만한곳이 없어 자주 이용했었는데.. 지나가다 들릴게요~~ 탐탐 프레즐은 항상 맛있어요. 다만 요번 콘프레즐은 한칸에 옥수수가 거의 없어서 혼자 구멍이 푹 파여 있더라구요ㅋㅋ 골고루 넣어주세요. 콘프레즐 맛있어요 좋아요깔끔하고 저녁시간에 근무하시는 여자알바 두분이 친절히 응대해주셔서 좋았어요 여유로운 좌석을 즐기기 좋아요 스텝이 불친절해요. 완전맛있어요 최악의 불친절. 남자직원 어쩔 하루의 여유 
아워홈아워홈빌딩,https://m.place.naver.com/restaurant/21591754,4.2,479,강남역,"반찬이 너무 단조롭고 느끼한 카츠류에 비해 맛을 중화시켜주거나 높여주는 맛이 없음 그나마 미소시루가 적당한 간에 먹을 만 했음 쌀밥은 찰기가 부족해 도정한지 오래되었거나 밥을 제대로 짓지 않은 듯한 맛임 일식의 쌀밥은 주재료나 마찬가지인데 너무 질이 떨어짐 2년만에 같은 매장을 방문해 식사를 했을 때 기억하면 예전보다 현... 여름 메뉴인 차돌 기름 우동을 먹어봤는데 국물보다는 맹 우동 같은 스타일이어서 고소하고 기름지고 고기 맛도 좋았습니다 그리고 시그니처 카스는 처음 먹어봤는데 그냥 시그니처 라기보단 그냥 소소했고 취직 가스는 역시나 맛있는 것 같아요 그리고 역시 서부 태는 어딘가 하면 맛있고 직원분들도 친절해서 좋아요 이번에도 위메프에서 90프로 할인권이 나와서 또 가게 된 사보텐 여름 메뉴를 먹어봤습니다 여름 세트 메뉴를 먹
을 시에는 음료수를 서비스로 주고 대신에 세트 메뉴를 먹으면 쿠폰 사용이 안 되니 이 점을 유의할 것 사보텐 본점
 답게 친절하고 맛잇는 음식, 브레입그타임없음 가격대는 잇지만 최고의 돈가스맛집. 가격이 비싸지고 맛이 쏘쏘해요...
또 안갈거같아용ㅎㅎ 돈가츠가 생각나서 방문한 사보텐 인증 가격이 있지만 안심 돈까스 부드러워요 생각 보다는 비쌈. 맛은 평타!!! 맛있지만 비싸요 기름냄새가 많이났어요 육질이 두툼하면서 부드럽고 맛있게 먹었네요 "
우리가,https://m.place.naver.com/restaurant/1546776336,0,0,압구정역,
